date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:45	240123/240123	---M--	200	added ('OK')	image/jpeg	etag:%223a9fb-551b4266a0a00%22	http://localhost/img/buttons/Button-2013,Oslo.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2013,Oslo.jpg	(from http://localhost/bilder_buttons.php)
22:26:46	127455/127455	---M--	200	added ('OK')	image/jpeg	etag:%221f1df-551b42992c140%22	http://localhost/img/buttons/Button-2010,%c3%85slo.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2010,%c3%85slo.jpg	(from http://localhost/bilder_buttons.php)
22:27:01	144078/144078	---M--	200	added ('OK')	image/jpeg	etag:%22232ce-551b428cc6400%22	http://localhost/img/buttons/Button-2010,%c3%85slo2.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2010,%c3%85slo2.jpg	(from http://localhost/bilder_buttons.php)
22:27:11	159072/159072	---M--	200	added ('OK')	image/jpeg	etag:%2226d60-551b42bc75480%22	http://localhost/img/buttons/Button-2005,Trondheim.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2005,Trondheim.jpg	(from http://localhost/bilder_buttons.php)
22:27:12	162950/162950	---M--	200	added ('OK')	image/jpeg	etag:%2227c86-551b42b00f740%22	http://localhost/img/buttons/Button-2006,Bj%c3%b8rgvin.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2006,Bj%c3%b8rgvin.jpg	(from http://localhost/bilder_buttons.php)
22:27:13	186405/186405	---M--	200	added ('OK')	image/jpeg	etag:%222d825-551b42a49dc40%22	http://localhost/img/buttons/Button-2009,Trondheim.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2009,Trondheim.jpg	(from http://localhost/bilder_buttons.php)
22:27:23	139959/139959	---M--	200	added ('OK')	image/jpeg	etag:%22222b7-551b42c8db1c0%22	http://localhost/img/buttons/Button-2004,%c3%85slo.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2004,%c3%85slo.jpg	(from http://localhost/bilder_buttons.php)
22:27:31	118397/118397	---M--	200	added ('OK')	image/jpeg	etag:%221ce7d-551b42e66b780%22	http://localhost/img/buttons/Button-2003,Trodheim.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2003,Trodheim.jpg	(from http://localhost/bilder_buttons.php)
22:27:31	121827/121827	---M--	200	added ('OK')	image/jpeg	etag:%221dbe3-551b42daf9c80%22	http://localhost/img/buttons/Button-2004,Bj%c3%b8rgvin.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2004,Bj%c3%b8rgvin.jpg	(from http://localhost/bilder_buttons.php)
22:27:33	120543/120543	---M--	200	added ('OK')	image/jpeg	etag:%221d6df-551b42f1dd280%22	http://localhost/img/buttons/Button-2002,%c3%85slo.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2002,%c3%85slo.jpg	(from http://localhost/bilder_buttons.php)
22:27:42	111885/111885	---M--	200	added ('OK')	image/jpeg	etag:%221b50d-551b42fc5ab40%22	http://localhost/img/buttons/Button-2001,Trondheim.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2001,Trondheim.jpg	(from http://localhost/bilder_buttons.php)
22:27:52	128450/128450	---M--	200	added ('OK')	image/jpeg	etag:%221f5c2-551b430c91180%22	http://localhost/img/buttons/Button-2001,Kristiansand.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2001,Kristiansand.jpg	(from http://localhost/bilder_buttons.php)
22:27:53	133593/133593	---M--	200	added ('OK')	image/jpeg	etag:%22209d9-551b4319eb100%22	http://localhost/img/buttons/Button-2000,%c3%85s.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-2000,%c3%85s.jpg	(from http://localhost/bilder_buttons.php)
22:27:57	150479/150479	---M--	200	added ('OK')	image/jpeg	etag:%2224bcf-551b432745080%22	http://localhost/img/buttons/Button-1999,Kristiansand.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-1999,Kristiansand.jpg	(from http://localhost/bilder_buttons.php)
22:28:03	130186/130186	---M--	200	added ('OK')	image/jpeg	etag:%221fc8a-551b4333aadc0%22	http://localhost/img/buttons/Button-1998,%c3%85s.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-1998,%c3%85s.jpg	(from http://localhost/bilder_buttons.php)
22:28:04	1222/1222	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Sep%202021%2020:28:03%20GMT	http://localhost/img/fellesbilder/2017,Bergen.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2017,Bergen.4a.delayed	(from http://localhost/bilder_fellesbilder.php)
22:28:11	122885/122885	---M--	200	added ('OK')	image/jpeg	etag:%221e005-551b433f1c8c0%22	http://localhost/img/buttons/Button-1998,Bergen.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-1998,Bergen.jpg	(from http://localhost/bilder_buttons.php)
22:28:18	129825/129825	---M--	200	added ('OK')	image/jpeg	etag:%221fb21-551b4355ffec0%22	http://localhost/img/buttons/Button-1991,Kristiansand.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-1991,Kristiansand.jpg	(from http://localhost/bilder_buttons.php)
22:28:23	189032/189032	---M--	200	added ('OK')	image/jpeg	etag:%222e268-551b434b82600%22	http://localhost/img/buttons/Button-1997,Trondheim.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/buttons/Button-1997,Trondheim.jpg	(from http://localhost/bilder_buttons.php)
22:28:39	98297/98297	---M--	200	added ('OK')	image/jpeg	etag:%2217ff9-515171ec1c600%22	http://localhost/img/fellesbilder/2015,Bergen.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2015,Bergen.jpg	(from http://localhost/bilder_fellesbilder.php)
22:28:47	224415/224415	---M--	200	added ('OK')	image/jpeg	etag:%2236c9f-551b3e47dd180%22	http://localhost/img/fellesbilder/2016,Kristiansand.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2016,Kristiansand.jpg	(from http://localhost/bilder_fellesbilder.php)
22:28:48	274901/274901	---M--	200	added ('OK')	image/jpeg	etag:%22431d5-551b3e239fc00%22	http://localhost/img/fellesbilder/2016,%c3%85s.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2016,%c3%85s.jpg	(from http://localhost/bilder_fellesbilder.php)
22:28:59	119415/119415	---M--	200	added ('OK')	image/jpeg	etag:%221d277-5151714be4c00%22	http://localhost/img/fellesbilder/2014,%c3%85s.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2014,%c3%85s.jpg	(from http://localhost/bilder_fellesbilder.php)
22:29:04	285761/285761	---M--	200	added ('OK')	image/jpeg	etag:%2245c41-551b3e5be40c0%22	http://localhost/img/fellesbilder/2015,Trondheim.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2015,Trondheim.jpg	(from http://localhost/bilder_fellesbilder.php)
22:29:14	157122/157122	---M--	200	added ('OK')	image/jpeg	etag:%22265c2-515171851d300%22	http://localhost/img/fellesbilder/2013,Trondheim.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2013,Trondheim.jpg	(from http://localhost/bilder_fellesbilder.php)
22:29:17	110738/110738	---M--	200	added ('OK')	image/jpeg	etag:%221b092-551b3ea276740%22	http://localhost/img/fellesbilder/2013,Oslo.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2013,Oslo.jpg	(from http://localhost/bilder_fellesbilder.php)
22:29:19	195482/195482	---M--	200	added ('OK')	image/jpeg	etag:%222fb9a-551b3e8115880%22	http://localhost/img/fellesbilder/2014,Kristiansand.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2014,Kristiansand.jpg	(from http://localhost/bilder_fellesbilder.php)
22:29:32	78677/78677	---M--	200	added ('OK')	image/jpeg	etag:%2213355-51930e9038580%22	http://localhost/img/fellesbilder/2004,Bergen.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2004,Bergen.jpg	(from http://localhost/bilder_fellesbilder.php)
22:29:32	93358/93358	---M--	200	added ('OK')	image/jpeg	etag:%2216cae-51930e7d25880%22	http://localhost/img/fellesbilder/2005,Trondheim.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2005,Trondheim.jpg	(from http://localhost/bilder_fellesbilder.php)
22:29:38	33432/33432	---M--	200	added ('OK')	image/jpeg	etag:%228298-51930eacd4900%22	http://localhost/img/fellesbilder/2000,%c3%85s.jpg	C:/Users/Stian/Downloads/SMASH%202017/localhost/img/fellesbilder/2000,%c3%85s.jpg	(from http://localhost/bilder_fellesbilder.php)
